"rgn_id","resilience_score","year"
25,1,2021
33,0.367563209189017,2021
19,0.161030035509489,2021
3,0.108643562181056,2021
14,0.0824512028731755,2021
23,0.061149479422993,2021
11,0.0594736027108955,2021
2,0.0562020428173381,2021
17,0.0548551145837712,2021
26,0.0530274170598122,2021
16,0.0492504104850002,2021
36,0.0375353231088509,2021
21,0.0371679348243554,2021
29,0.0295203938769026,2021
1,0.0282257681278716,2021
7,0.0252787127189282,2021
4,0.0246483588595348,2021
8,0.0147228180028583,2021
27,0.0146664531104791,2021
13,0.0139460834991263,2021
6,0.00964953949369137,2021
28,0.00391841393694615,2021
5,0.00359793607815214,2021
18,0.00023496336015503,2021
9,0,2021
10,0,2021
12,0,2021
15,0,2021
20,0,2021
22,0,2021
24,0,2021
31,0,2021
32,0,2021
34,0,2021
35,0,2021
30,0,2021
