"rgn_id","sciname","category"
2,"Balaenoptera physalus","EN"
11,"Balaenoptera physalus","EN"
4,"Balaenoptera physalus","EN"
9,"Balaenoptera physalus","EN"
5,"Balaenoptera physalus","EN"
8,"Balaenoptera physalus","EN"
7,"Balaenoptera physalus","EN"
3,"Balaenoptera physalus","EN"
1,"Balaenoptera physalus","EN"
6,"Balaenoptera physalus","EN"
12,"Balaenoptera physalus","EN"
10,"Balaenoptera physalus","EN"
2,"Carcharodon carcharias","VU"
11,"Carcharodon carcharias","VU"
4,"Carcharodon carcharias","VU"
9,"Carcharodon carcharias","VU"
5,"Carcharodon carcharias","VU"
8,"Carcharodon carcharias","VU"
7,"Carcharodon carcharias","VU"
3,"Carcharodon carcharias","VU"
1,"Carcharodon carcharias","VU"
6,"Carcharodon carcharias","VU"
12,"Carcharodon carcharias","VU"
10,"Carcharodon carcharias","VU"
2,"Isurus oxyrinchus","VU"
11,"Isurus oxyrinchus","VU"
4,"Isurus oxyrinchus","VU"
9,"Isurus oxyrinchus","VU"
5,"Isurus oxyrinchus","VU"
8,"Isurus oxyrinchus","VU"
7,"Isurus oxyrinchus","VU"
3,"Isurus oxyrinchus","VU"
1,"Isurus oxyrinchus","VU"
6,"Isurus oxyrinchus","VU"
12,"Isurus oxyrinchus","VU"
10,"Isurus oxyrinchus","VU"
2,"Balaenoptera borealis","EN"
11,"Balaenoptera borealis","EN"
4,"Balaenoptera borealis","EN"
9,"Balaenoptera borealis","EN"
5,"Balaenoptera borealis","EN"
8,"Balaenoptera borealis","EN"
7,"Balaenoptera borealis","EN"
3,"Balaenoptera borealis","EN"
1,"Balaenoptera borealis","EN"
6,"Balaenoptera borealis","EN"
12,"Balaenoptera borealis","EN"
10,"Balaenoptera borealis","EN"
2,"Lepidochelys olivacea","VU"
11,"Lepidochelys olivacea","VU"
4,"Lepidochelys olivacea","VU"
9,"Lepidochelys olivacea","VU"
5,"Lepidochelys olivacea","VU"
8,"Lepidochelys olivacea","VU"
7,"Lepidochelys olivacea","VU"
3,"Lepidochelys olivacea","VU"
1,"Lepidochelys olivacea","VU"
6,"Lepidochelys olivacea","VU"
12,"Lepidochelys olivacea","VU"
10,"Lepidochelys olivacea","VU"
2,"Rhincodon typus","VU"
11,"Rhincodon typus","VU"
4,"Rhincodon typus","VU"
9,"Rhincodon typus","VU"
5,"Rhincodon typus","VU"
8,"Rhincodon typus","VU"
7,"Rhincodon typus","VU"
3,"Rhincodon typus","VU"
1,"Rhincodon typus","VU"
6,"Rhincodon typus","VU"
12,"Rhincodon typus","VU"
10,"Rhincodon typus","VU"
2,"Balaenoptera musculus","EN"
11,"Balaenoptera musculus","EN"
4,"Balaenoptera musculus","EN"
9,"Balaenoptera musculus","EN"
5,"Balaenoptera musculus","EN"
8,"Balaenoptera musculus","EN"
7,"Balaenoptera musculus","EN"
3,"Balaenoptera musculus","EN"
1,"Balaenoptera musculus","EN"
6,"Balaenoptera musculus","EN"
12,"Balaenoptera musculus","EN"
10,"Balaenoptera musculus","EN"
2,"Alopias vulpinus","VU"
11,"Alopias vulpinus","VU"
4,"Alopias vulpinus","VU"
9,"Alopias vulpinus","VU"
5,"Alopias vulpinus","VU"
8,"Alopias vulpinus","VU"
7,"Alopias vulpinus","VU"
3,"Alopias vulpinus","VU"
1,"Alopias vulpinus","VU"
6,"Alopias vulpinus","VU"
12,"Alopias vulpinus","VU"
10,"Alopias vulpinus","VU"
2,"Prionace glauca","NT"
11,"Prionace glauca","NT"
4,"Prionace glauca","NT"
9,"Prionace glauca","NT"
5,"Prionace glauca","NT"
8,"Prionace glauca","NT"
7,"Prionace glauca","NT"
3,"Prionace glauca","NT"
1,"Prionace glauca","NT"
6,"Prionace glauca","NT"
12,"Prionace glauca","NT"
10,"Prionace glauca","NT"
2,"Cetorhinus maximus","VU"
11,"Cetorhinus maximus","VU"
4,"Cetorhinus maximus","VU"
9,"Cetorhinus maximus","VU"
5,"Cetorhinus maximus","VU"
8,"Cetorhinus maximus","VU"
7,"Cetorhinus maximus","VU"
3,"Cetorhinus maximus","VU"
1,"Cetorhinus maximus","VU"
6,"Cetorhinus maximus","VU"
12,"Cetorhinus maximus","VU"
10,"Cetorhinus maximus","VU"
2,"Megaptera novaeangliae","LC"
11,"Megaptera novaeangliae","LC"
4,"Megaptera novaeangliae","LC"
9,"Megaptera novaeangliae","LC"
5,"Megaptera novaeangliae","LC"
8,"Megaptera novaeangliae","LC"
7,"Megaptera novaeangliae","LC"
3,"Megaptera novaeangliae","LC"
1,"Megaptera novaeangliae","LC"
6,"Megaptera novaeangliae","LC"
12,"Megaptera novaeangliae","LC"
10,"Megaptera novaeangliae","LC"
2,"Balaenoptera acutorostrata","LC"
11,"Balaenoptera acutorostrata","LC"
4,"Balaenoptera acutorostrata","LC"
9,"Balaenoptera acutorostrata","LC"
5,"Balaenoptera acutorostrata","LC"
8,"Balaenoptera acutorostrata","LC"
7,"Balaenoptera acutorostrata","LC"
3,"Balaenoptera acutorostrata","LC"
1,"Balaenoptera acutorostrata","LC"
6,"Balaenoptera acutorostrata","LC"
12,"Balaenoptera acutorostrata","LC"
10,"Balaenoptera acutorostrata","LC"
2,"Lamna nasus","VU"
11,"Lamna nasus","VU"
4,"Lamna nasus","VU"
9,"Lamna nasus","VU"
5,"Lamna nasus","VU"
8,"Lamna nasus","VU"
7,"Lamna nasus","VU"
3,"Lamna nasus","VU"
1,"Lamna nasus","VU"
6,"Lamna nasus","VU"
12,"Lamna nasus","VU"
10,"Lamna nasus","VU"
